ModelName,Seed,Linear,Copula,KTau,L1
deephit,9,False,frank,0.25,0.0138777475676268
mtlr,9,False,frank,0.25,0.0650349248071221
dsm,9,False,frank,0.25,0.0501245278809532
mensa,9,False,frank,0.25,0.0344024539868807
coxph,0,False,frank,0.5,0.0533108823841214
coxboost,0,False,frank,0.5,0.0505141343277559
rsf,0,False,frank,0.5,0.0508985244429754
deepsurv,0,False,frank,0.5,0.0505068170765985
deephit,0,False,frank,0.5,0.0231936101233246
mtlr,0,False,frank,0.5,0.1167504168355094
dsm,0,False,frank,0.5,0.0817361607715871
mensa,0,False,frank,0.5,0.0519816904725442
coxph,1,False,frank,0.5,0.0538231188303687
coxboost,1,False,frank,0.5,0.0500676186302902
rsf,1,False,frank,0.5,0.0501200776387789
deepsurv,1,False,frank,0.5,0.0505609005054136
deephit,1,False,frank,0.5,0.0218585908119027
mtlr,1,False,frank,0.5,0.0402887495016084
dsm,1,False,frank,0.5,0.081228614865894
mensa,1,False,frank,0.5,0.0610503749289614
coxph,2,False,frank,0.5,0.0531785186477445
coxboost,2,False,frank,0.5,0.0505441421707476
rsf,2,False,frank,0.5,0.0504496278909868
deepsurv,2,False,frank,0.5,0.0509327607166041
deephit,2,False,frank,0.5,0.0262376291718559
mtlr,2,False,frank,0.5,0.1067085150315678
dsm,2,False,frank,0.5,0.0828435757952738
mensa,2,False,frank,0.5,0.0616084983662425
coxph,3,False,frank,0.5,0.0525013268399504
coxboost,3,False,frank,0.5,0.0493173324397616
rsf,3,False,frank,0.5,0.0494612623213295
deepsurv,3,False,frank,0.5,0.0496656555059667
deephit,3,False,frank,0.5,0.0209860516524318
mtlr,3,False,frank,0.5,0.0563901014828545
dsm,3,False,frank,0.5,0.0732143382442215
mensa,3,False,frank,0.5,0.058780951020365
coxph,4,False,frank,0.5,0.0531708294059355
coxboost,4,False,frank,0.5,0.0505674649147829
rsf,4,False,frank,0.5,0.0503541497302491
deepsurv,4,False,frank,0.5,0.0515718697962814
deephit,4,False,frank,0.5,0.0208872240724159
mtlr,4,False,frank,0.5,0.0319718154166531
dsm,4,False,frank,0.5,0.0998618015291149
mensa,4,False,frank,0.5,0.0524401185011096
coxph,5,False,frank,0.5,0.0500883706790202
coxboost,5,False,frank,0.5,0.0469825184728898
rsf,5,False,frank,0.5,0.0480109226023729
deepsurv,5,False,frank,0.5,0.0478978581205524
deephit,5,False,frank,0.5,0.0246281776264387
mtlr,5,False,frank,0.5,0.0381421295644047
dsm,5,False,frank,0.5,0.063759335115695
mensa,5,False,frank,0.5,0.0616947599878782
coxph,6,False,frank,0.5,0.0528384262367685
coxboost,6,False,frank,0.5,0.0526256221165588
rsf,6,False,frank,0.5,0.053300428295659
deepsurv,6,False,frank,0.5,0.0526798081983113
deephit,6,False,frank,0.5,0.0247307060594427
mtlr,6,False,frank,0.5,0.103398127441041
dsm,6,False,frank,0.5,0.0825640258883027
mensa,6,False,frank,0.5,0.0639481262039895
coxph,7,False,frank,0.5,0.0540933315880052
coxboost,7,False,frank,0.5,0.050190422434591
rsf,7,False,frank,0.5,0.0507950574251894
deepsurv,7,False,frank,0.5,0.0506134515724858
deephit,7,False,frank,0.5,0.0211875225507
mtlr,7,False,frank,0.5,0.0555379610501195
dsm,7,False,frank,0.5,0.0729059356828847
mensa,7,False,frank,0.5,0.0441762195598464
coxph,8,False,frank,0.5,0.0532446569106198
coxboost,8,False,frank,0.5,0.0494883919736841
rsf,8,False,frank,0.5,0.0497062135963503
deepsurv,8,False,frank,0.5,0.0502620638068956
deephit,8,False,frank,0.5,0.01990358103482
mtlr,8,False,frank,0.5,0.1100896042447946
dsm,8,False,frank,0.5,0.0842626895695139
mensa,8,False,frank,0.5,0.0611840767506329
coxph,9,False,frank,0.5,0.0505428769743546
coxboost,9,False,frank,0.5,0.0471751738714654
rsf,9,False,frank,0.5,0.0477127506378214
deepsurv,9,False,frank,0.5,0.0481213562232071
deephit,9,False,frank,0.5,0.0216729303076401
mtlr,9,False,frank,0.5,0.0564874884583283
dsm,9,False,frank,0.5,0.0801926368197943
mensa,9,False,frank,0.5,0.0665259648298194
coxph,0,False,frank,0.75,0.081090011217965
coxboost,0,False,frank,0.75,0.0771295301445547
rsf,0,False,frank,0.75,0.077590551403873
deepsurv,0,False,frank,0.75,0.0785990589744438
deephit,0,False,frank,0.75,0.0403983881431596
mtlr,0,False,frank,0.75,0.086785923964718
dsm,0,False,frank,0.75,0.1336524015619792
mensa,0,False,frank,0.75,0.082645912757483
coxph,1,False,frank,0.75,0.083147976215554
coxboost,1,False,frank,0.75,0.079056316060102
rsf,1,False,frank,0.75,0.0804124338988921
deepsurv,1,False,frank,0.75,0.0801940356771145
deephit,1,False,frank,0.75,0.0362258500211052
mtlr,1,False,frank,0.75,0.063334097399328
dsm,1,False,frank,0.75,0.1104685852914227
mensa,1,False,frank,0.75,0.0803993406835184
coxph,2,False,frank,0.75,0.076677403304481
coxboost,2,False,frank,0.75,0.072827606458242
rsf,2,False,frank,0.75,0.0723519285527633
deepsurv,2,False,frank,0.75,0.0742904960306559
deephit,2,False,frank,0.75,0.0382327311825933
mtlr,2,False,frank,0.75,0.1219475921651226
dsm,2,False,frank,0.75,0.0943400643191031
mensa,2,False,frank,0.75,0.074626321723786
coxph,3,False,frank,0.75,0.0760022216427431
coxboost,3,False,frank,0.75,0.072830627487744
rsf,3,False,frank,0.75,0.0731257797750893
deepsurv,3,False,frank,0.75,0.0733454873277083
deephit,3,False,frank,0.75,0.0436329438679602
mtlr,3,False,frank,0.75,0.0593913318586704
dsm,3,False,frank,0.75,0.0921815493672295
mensa,3,False,frank,0.75,0.0780238413897239
coxph,4,False,frank,0.75,0.0778556244273143
coxboost,4,False,frank,0.75,0.0737180337714288
rsf,4,False,frank,0.75,0.0740481223157322
deepsurv,4,False,frank,0.75,0.0750111936280406
deephit,4,False,frank,0.75,0.0368389556940079
mtlr,4,False,frank,0.75,0.0603935890808481
dsm,4,False,frank,0.75,0.1131844369707999
mensa,4,False,frank,0.75,0.0953207415235257
coxph,5,False,frank,0.75,0.0774868437374027
coxboost,5,False,frank,0.75,0.0730480309993048
rsf,5,False,frank,0.75,0.0724801258333874
deepsurv,5,False,frank,0.75,0.0745255377900799
deephit,5,False,frank,0.75,0.0395975217855688
mtlr,5,False,frank,0.75,0.1149914792353534
dsm,5,False,frank,0.75,0.089773018777122
mensa,5,False,frank,0.75,0.081566021769383
coxph,6,False,frank,0.75,0.0808542316062105
coxboost,6,False,frank,0.75,0.0761352268590068
rsf,6,False,frank,0.75,0.0770455267277133
deepsurv,6,False,frank,0.75,0.077729580424678
deephit,6,False,frank,0.75,0.0379099979432956
mtlr,6,False,frank,0.75,0.0538966418476163
dsm,6,False,frank,0.75,0.098589812407884
mensa,6,False,frank,0.75,0.0792973271913344
coxph,7,False,frank,0.75,0.0786073041554024
coxboost,7,False,frank,0.75,0.0743900189993318
rsf,7,False,frank,0.75,0.0764559017478576
deepsurv,7,False,frank,0.75,0.0759973411609946
deephit,7,False,frank,0.75,0.0355864761288056
mtlr,7,False,frank,0.75,0.1227461496580476
dsm,7,False,frank,0.75,0.093652779892343
mensa,7,False,frank,0.75,0.0679245963671827
coxph,8,False,frank,0.75,0.0743911514566034
coxboost,8,False,frank,0.75,0.0702281504024163
rsf,8,False,frank,0.75,0.0707823022636346
deepsurv,8,False,frank,0.75,0.0719237298655005
deephit,8,False,frank,0.75,0.0380794003640629
mtlr,8,False,frank,0.75,0.1022491347634717
dsm,8,False,frank,0.75,0.1151897217128663
mensa,8,False,frank,0.75,0.0854147295874459
coxph,9,False,frank,0.75,0.0779953348901406
coxboost,9,False,frank,0.75,0.0746931040831824
rsf,9,False,frank,0.75,0.0763635155449236
deepsurv,9,False,frank,0.75,0.0750729662045074
deephit,9,False,frank,0.75,0.0425926065364479
mtlr,9,False,frank,0.75,0.0687868455115492
dsm,9,False,frank,0.75,0.1034108303157242
mensa,9,False,frank,0.75,0.08222527582140053
